ltable_title,ltable_description,ltable_brand,rtable_title,rtable_description,rtable_brand,label,id
matrox millennium g550 lp pcie video card g55 mdde32lpdf cards cdw com,this graphics card brings the reliability stability and features of the proven millennium g550 product line to a wider variety of pci express systems the x1 design of the card makes it compatible with all compliant pci express slots and the low profile design allows the card to fit in small form factor computers in addition to having matrox display drivers for windows the millennium g550 lp pcie is the world s first low profile pci express graphics card with open source display drivers for linux and other unix like operating systems with support for using 2 monitors at a time and reliable passive cooling a heat sink with no fan this product is ideal for a variety of mission critical professional applications including computer aided dispatch security monitoring and process control by helping to manage large amounts of information matrox multi display technology can improve productivity and reduce errors,,nvidia quadro k1200 graphics card 4 gb ram vcqk1200dp pb video cards cdw com,nvidia quadro k1200 incredible 3d application performance in a flexible form factor now included in the box a full height bracket lets this single slot and low profile board fit into any full height atx desktop mid tower or desk side tower enclosure the quadro k1200 is the perfect choice for manufacturing or media entertainment professionals who are transitioning to 4k applications workflows and photorealistic hdr high dynamic range rendering enabled by nvidia iray 512 cuda cores and 4 gb of gddr5 gpu memory with fast bandwidth enables your customers to create large complex 3d models and an all new display engine drives up to four displays natively with displayport 1 2 support for true 4k resolutions like 3840 x 2160 at 60 hz with 30 bit color designed and built specifically for professional workstations nvidia quadro gpus power more than 100 professional applications across a broad range of industries including manufacturing media and entertainment sciences and energy professionals trust them to realize their most ambitious visions whether its product design visualization and simulation or spectacular visual storytelling and get results to market faster pny provides unsurpassed service and commitment to its professional graphics customers offering pre and post sales support dedicated quadro field application engineers and direct tech support hot lines in addition pny delivers a complete solution including the appropriate adapters cables brackets software installation disc and documentation to ensure a quick and successful install,,0,9101602#3704374
amd 7th generation a6 9500 apu ad9500agabbox novatech,2 cpu cores 6 gpu cores 3 5ghz base clock speed 3 8ghz max turbo speed 1mb l2 cache,amd,amd processor dc a6 9500 apu 3 5ghz 8ghz turbo 1mb l2 cache 65w 2400mhz ddr4 buy at connection public sector solutions,,,1,8050302#17487952
apple macbook pro 15 inch antiglare 2 4ghz core i5 mid 2010 mc371ll a macofalltrades,includes battery magsafe power adapter,,apple macbook pro 13 inch glossy 2 5ghz core i5 mid 2012 md101ll a macofalltrades,includes battery magsafe power adapter,,0,596161#16445557
hp prodesk pc 600 g3 con factor de forma reducido energy star 20 c011ns aio black friday 2017,3 4 ghz 7 generaci n de procesadores intel core i5 i5 7500 3 8 ghz lga 1151,,prodesk 600 sff monitor hp store espa a,preparado para la empresa el hp prodesk 600 sff es un pc con gran capacidad de expansi n opciones de conectividad flexibles una s lida seguridad as como caracter sticas completas que facilitan la gesti n todo ello en un elegante chasis redise ado para el lugar de trabajo moderno windows 10 pro 64 procesador intel core i5 7500 tarjeta gr fica intel hd graphics 630 memoria sdram de 8 gb ddr4 2400 disco duro sata de 7200 rpm 1 tb 3 5 3 a os de garant a limitada incluidos 3 a os de piezas mano de obra y servicio in situ al siguiente d a laborable los t rminos y las condiciones var an seg n el pa s existen ciertas restricciones y limitaciones,,1,11627486#13199405
6th generation intel core i5 6600 3 3ghz socket lga1151 skylake processor retail bx80662i56600 novatech,quad core technology 3 30ghz clock speed 6mb l3 cache dual channel ddr4 ddr3l controller 14nm integrated hd 530 graphics 3yr warranty,intel,intel core i7 6700 3 40ghz skylake socket lga1151 processor retail processo ocuk,quad core with hyperthreading technology 3 40ghz clock speed 14nm process 8mb l3 cache dual channel ddr3 ddr4 controller integrated iris dx12 graphics 3 year warranty,intel,0,10970047#7790502
"495942 b21 hp e5506 2 13ghz ml370 g6 , null",description intel xeon e5506 dl ml370 g6 2 13ghz 4 core 4mb 80w ddr3full processor option kitpart number s part 495942 b21,hp enterprise,"null , 495942 b21 hp e5506 2 13ghz ml370 g6 new wholesale price",description intel xeon e5506 dl ml370 g6 2 13ghz 4 core 4mb 80w ddr3full processor option kitpart number s option part 495942 b21,hp enterprise,1,17459426#17131204
gigabyte geforce gtx 1060 g1 gaming 3g prijzen tweakers,,,buy online msi geforce gtx 1070 gaming x 8g graphic card price in india,msi geforce gtx 1070 gaming x 8g graphic card,,0,16383453#13555581
asrock z270m extreme4,placa base matx lga1151 intel z270 4xram dual ddr4 3600 oc 6sata3 2m 2 intel gigabit 2usb3 1 9usb3 2xsli rgb,,asus h110m a m 2 intel h110 socket 1151 micro atx motherboard novatech,i7 i5 i3 6th gen micro atx ddr4 4 x usb3 6 x usb2 4 x sata3 1 x m 2 1 x pcie x16 2 x pcie x1,asus,0,12902853#11241411
startech com sv231dpddua 2 port dual displayport usb kvm switch with audio,overviewthe sv231dpddua 2 port usb dual displayport kvm switch combines the next generation of digital display interface standards with seamless usb kvm control of connected pc or mac computers the world s first dual monitor displayport kvm switch allows you to switch between two high end machines with dual head or twin displayport video cards in each the switch can also provide the ideal solution for computers with a single displayport video out and a second video source such as dvi using a low cost accessory adapter delivering ideal multi computer control for demanding high resolution multimedia applications or computer environments requiring true high definition capability the robust kvm switch supports dual displayport connections with native resolutions of 2560 x 1600 60 hz 30 bpp as well as 2 channel stereo audio and microphone input suitable for applications that utilize high quality static imaging such as medical health care applications mri x ray diagnostics etc the kvm switch supports a maximum resolution of 3840 x 2400 at a reduced refresh rate the sv231dpddua backed by our 3 year warranty and free lifetime technical support guaranteeing dependable long lasting performance features standard warranty 3 year weight approximate 2 65 lb graphics resolution 3840 x 2400 60 hz number of computers 2 video signals wquxga dimensions 2 27 height x 6 34 width x 3 94 depth user console ports 2 x 20 pin displayport female 2 x type a female usb 2 0 usb 2 x mini phone female audio number of users 1 computer ports 4 x 20 pin displayport female 2 x type b female usb 2 0 usb 4 x mini phone female audio details general information manufacturer startech com manufacturer part number sv231dpddua manufacturer website www startech com brand name startech com product name 2 port dual displayport usb kvm switch with audio marketing information the sv231dpddua 2 port usb dual displayport kvm switch combines the next generation of digital display interface standards with seamless usb kvm control of connected pc or mac computers the world s first dual monitor displayport kvm switch allows you to switch between two high end machines with dual head or twin displayport video cards in each the switch can also provide the ideal solution for computers with a single displayport video out and a second video source such as dvi using a low cost accessory adapter delivering ideal multi computer control for demanding high resolution multimedia applications or computer environments requiring true high definition capability the robust kvm switch supports dual displayport connections with native resolutions of 2560 x 1600 60 hz 30 bpp as well as 2 channel stereo audio and microphone input suitable for applications that utilize high quality static imaging such as medical health care applications mri x ray diagnostics etc the kvm switch supports a maximum resolution of 3840 x 2400 at a reduced refresh rate the sv231dpddua backed by our 3 year warranty and free lifetime technical support guaranteeing dependable long lasting performance product type kvm switch technical information number of computers 2 number of users 1 video signals wquxga graphics resolution 3840 x 2400 60 hz interfaces ports user console ports 2 x 20 pin displayport female2 x type a female usb 2 0 usb2 x mini phone female audio computer ports 4 x 20 pin displayport female2 x type b female usb 2 0 usb4 x mini phone female audio other ports 2 x type a female usb 2 0 usb power description input voltage 12 v dc physical characteristics dimensions 2 27 height x 6 34 width x 3 94 depth weight approximate 2 65 lb miscellaneous green compliance yes green compliance certificate authority rohs warranty standard warranty 3 year product reviews customer voting select your rating excellent very good good fair poor add your review here your name your message,startech com,tp link tl sg1024d,tp link 24 port gigabit desktop rackmount switch non g r gigabit ethernet 10 100 1000 ieee 802 3ab ieee 802 3u ieee 802 3x 8000 entr es 10 100 100 mbps 48 gbit s,,0,3968973#12328195
intel 800gb dc s3610 series sata 6gb s 20nm mlc 2 5 7mm internal solid state drive oem ssdsc2bx800g401,,,intel dc s3610 2 5 800gb prijzen tweakers,,,1,748732#5756456
lexar micro sdhc sdxc 64gb x10 tarjeta liquidaci n sonido rubio,lexar micro sdhc sdxc 64gb tarjeta,,transcend premium micro sdxc class 10 uhsi 300x with adapter 64gb uhs i,,transcend,1,16449910#8602345
hp 250 g6 fhd intel core i5 7200u 8gb 1tb 15 6 w10pro plata ceniza osc zbook 14u g4 i7 7500u 16gb 512gb ssd amd fp w4190m 2gb 14 w10p,windows 10 pro 64 bit edition intel core i5 7 gen 7200u a 2 5 ghz y turbo a 3 1ghz memoria ram 8gb a 2133 mhz pc4 17000 2133 mhz disco duro 1tb hdd sata 6gb s 5400 rpm 15 6 led pantalla full hd 1920x1080 graficos intel hd graphics 620 hasta 1 5gb 802 11a b g n ac bluetooth 4 2,,case logic laps116k 16 sleeve negro maletines para port til asus vivobook max x541uj gq130t i7 7500u 8gb 1tb nvidia 920mx 2gb 1,40 6 cm sleeve case negro eva mon tono,,0,14135967#296672
asus dual gtx 1060 3gb gddr5,,,gigabyte tech geforce gtx 1060 mini itx pcie 3 0 x16 overclocked graphics card 6gb gddr5 gv n1060ixoc 6gd,,,0,6614241#7498404
corsair vengeance lpx 16gb 2x8gb ddr4 pc4 28800c18 3600mhz dual channel kit black cmk16gx4m2b36 ocuk,3600mhz ram speed cas 18 19 19 39 timings 1 35v vdimm corsair vengeance airflow included lifetime warranty with ocuk,corsair,corsair 16gb ddr4 vengeance lpx 2666mhz memory kit for skylake ln66145 cmk16gx4m2a2666c16 scan uk,16gb 2x8gb corsair ddr4 vengeance lpx black pc4 21300 2666 non ecc unbuffered cas 16 18 18 35 xmp 2 0 1 2v,,0,7441632#7777824
apple ipad mini 4 wi fi tablet 128 gb 7 9 mk9q2ll a tablets cdwg com,there s more to mini than meets the eye the new ipad mini 4 puts uncompromising performance and potential in your hand it s thinner and lighter than ever before yet powerful enough to help you take your ideas even further,,apple ipad mini 4 wi fi tablet 128 gb 7 9 mk9p2ll a tablets cdw com,there s more to mini than meets the eye the new ipad mini 4 puts uncompromising performance and potential in your hand it s thinner and lighter than ever before yet powerful enough to help you take your ideas even further,,0,1224061#16003171
apple smart cover ipad pro 2017 10 5 roze specificaties tweakers,,,apple ipad pro 128gb gris tablet 12 9 2017 wi fi 256gb space grey black friday,apple ipad pro de 9 7 wi fi tableta 128 gb 9 7 ips 2048 x 1536 gris espacio,,0,6595126#8028005
buy online msi geforce gtx 1080 gaming x 8g graphic card price in india,msi geforce gtx 1080 gaming x 8g graphic card,,asus turbo gtx1070 8g prijzen tweakers,,,0,4921243#4762524
apple 27 2 7ghz intel quad core i5 imac desktop computer accessories for mc813ll a abt,,apple,apple 27 2 7ghz intel quad core i5 imac desktop computer accessories for z0m600069 abt,,apple,1,13476312#7258470
corsair air series af120 led quiet edition wit 120mm prijzen tweakers,,,corsair air series af120 led white quiet edition 25 2 dba 52 19 cfm 1500 rpm co 9050015 wled ncix,,,1,14812812#5233335
gigabyte z170 hd3p skylake atx motherboard ln66201 ga scan uk,gigabyte ga z170 hd3p intel z170 s 1151 ddr4 satae sata3 6gb s pcie 3 0 dvi hdmi atx motherboard,,gigabyte z170n gaming 5 mini itx motherboard ln68762 ga scan uk,gigabyte ga z170n gaming 5 intel z170 s 1151 ddr4 satae m 2 pcie sata killer gbe ac wifi usb3 1 a c mini itx,,0,7669150#8806489
zebra cable for readers cod cba u42 s07par,zebra connection cable usb,zebra,zebra data cable 9 ft cba u42 s07par scanner accessories cdw com,,,1,4970167#8011806
"null , pm254a hp 400 gb 7 2k ide sata new 5 pack wholesale price 5pack",description 5 x 400gb sata 150 ide 7 2k hard drivesfor g1 g7 proliant sata serversgenuine hpe serial number and firmwaregenuine hpe certified hard drivepart number s manufacturer part pm254a,hp enterprise,"st1000nm0033 seagate 1 tb 7 2k 3 5 6g sp sata , null new wholesale price",description seagate constellation es 3 1 tb hot plug serial ata sata 6 0gb s 7200rpm 3 5 inch form factor single port 128mb hard drivepart number s seagate model st1000nm0033,seagate,0,16285934#13771192
hp samsung 127005 031 acd 256mb 168p pc133 cl3 18c 32x4 1rx4 3 3v ecc rdimm rfb,127005 031 acd 256mb 168p pc133 cl3 18c 32x4 1rx4 3 3v ecc rdimm rfb,hp samsung,hp 512mb ddr 0 5gb ecc memory module specs modules 354560 b21,"more short summary description hp 512mb ddr 0 5gb ddr ecc memory module this short summary of the hp 512mb ddr 0 5gb ddr ecc memory module data sheet is auto generated and uses the product title and the first six key specs hp 512mb ddr 0 5 gb 1 x 0 5 gb ddr long summary description hp 512mb ddr 0 5gb ddr ecc memory module hp 512mb ddr component for pc server internal memory 0 5 gb memory layout modules x size 1 x 0 5 gb internal memory type ddr ecc this is an auto generated long summary of hp 512mb ddr 0 5gb ddr ecc memory module based on the first three specs of the first five spec groups ,  long product name hp 512mb ddr 0 5gb ddr ecc memory module the short editorial description of hp 512mb ddr 0 5gb ddr ecc memory module 512mb ddr ecc",hp,0,8623804#33373
